index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score
2801	main-news	MSRpar	2012test	533	none	none	&quot;Os produtos biotecnológicos, se houver, podem ser mais seguros do que os produtos convencionais por causa de todos os testes&quot;, disse Fraley, acrescentando que 18 países adotaram a biotecnologia.	&quot;Os produtos biotecnológicos, se houver, podem ser mais seguros do que os produtos convencionais por causa de todos os testes&quot;, disse Robert Fraley, vice-presidente executivo da Monsanto.	3.2
2802	main-news	MSRpar	2012test	536	none	none	Um professor certificado nacionalmente com um mestrado, Kelley ganha um salário de US $ 65.000 em seu 30º ano.	Um professor certificado nacionalmente com um mestrado, Kelley, em seu 30º ano de ensino, ganha US $ 65.000.	4.75
2803	main-news	MSRpar	2012test	537	none	none	Em Viena, a AIEA disse que ElBaradei aceitaria o convite, embora ainda não tenha sido marcada uma data.	Em Viena, a Agência Internacional de Energia Atômica disse na segunda-feira que ElBaradei aceitou o convite do Irã, mas disse que ainda não foi marcada uma data.	3.25
2804	main-news	MSRpar	2012test	539	none	none	A epidemia começou em novembro na província de Guangdong, no continente, mas a República Popular da China se recusou a relatar com sinceridade sobre sua propagação por quatro meses.	A epidemia da RPC começou na província de Guandong em novembro, mas o governo do Partido Comunista se recusou a relatar com sinceridade sua propagação por quatro meses.	4.25
2805	main-news	MSRpar	2012test	540	none	none	Druce enfrentará acusações de assassinato, disse Conte.	Conte disse que Druce será acusado de assassinato.	5.0
2806	main-news	MSRpar	2012test	541	none	none	Isso comparado a US $ 35,18 milhões, ou 24 centavos de dólar por ação, no mesmo período do ano passado.	Os ganhos foram afetados por um benefício fiscal não recorrente de US $ 8 milhões no período do ano anterior.	1.6
2807	main-news	MSRpar	2012test	543	none	none	Nick Markakis, canhoto do Young Harris Junior College, na Geórgia, foi ao Orioles com a sétima escolha.	Em seguida, Baltimore levou Nick Markakis, arremessador canhoto e atacante do Young Harris Junior College, na Geórgia.	3.8
2808	main-news	MSRpar	2012test	544	none	none	Continuamos esperançosos de que a cidade concorde em trabalhar conosco e participe de discussões de boa fé sobre esse assunto &quot;.	Alhart disse que o governador &quot;continua esperançoso de que a cidade continue trabalhando conosco e participando de discussões de boa fé&quot;.	3.5
2809	main-news	MSRpar	2012test	545	none	none	Algumas mulheres também estão preocupadas com o fato de tantas mulheres estarem recorrendo à cirurgia estética em busca da perfeição corporal.	Algumas mulheres também expressam preocupação com uma sociedade em que mais pessoas do que nunca estão se voltando para a cirurgia estética em busca da perfeição corporal.	4.75
2810	main-news	MSRpar	2012test	546	none	none	A notificação foi relatada pela primeira vez na sexta-feira pelo MSNBC.	O MSNBC.com informou pela primeira vez o pedido da CIA na sexta-feira.	3.0
2811	main-news	MSRpar	2012test	549	none	none	No entanto, não há foto de Peter Hollingworth na edição de junho examinada pelo Herald ontem.	Entretanto, não há fotografia do Dr. Hollingworth na edição de junho da revista examinada ontem pelo The Age.	3.0
2812	main-news	MSRpar	2012test	551	none	none	&quot;Continuamos trabalhando com os sauditas, mas eles não forneceram, no momento desse trágico evento, a segurança adicional solicitada&quot;.	&quot;Mas, na época desse trágico evento em particular, eles não forneceram a segurança solicitada&quot;, disse Jordan.	3.25
2813	main-news	MSRpar	2012test	553	none	none	Um comunicado divulgado pela DEI disse que Green começará a dirigir o carro de forma provisória a partir da próxima semana no Winston Open, no Motor Speedway de Lowe.	Foi anunciado que Green substituirá Park no Chevrolet nº 1 da Dale Earnhardt Inc., começando com o Winston Open em Lowe&#39;s Motor Speedway na próxima semana.	3.25
2814	main-news	MSRpar	2012test	554	none	none	O adversário da semifinal de Costa é o espanhol Juan Carlos Ferrero, a quem ele venceu na final do ano passado.	Costa jogará Juan Carlos Ferrero em seguida na revanche da final do ano passado.	3.75
2815	main-news	MSRpar	2012test	555	none	none	Os médicos especularam que o próprio estrogênio do corpo protege contra danos celulares e melhora o fluxo sanguíneo.	Sua crença era baseada em especulações de que o estrogênio previne danos às células e melhora o fluxo sanguíneo.	4.25
2816	main-news	MSRpar	2012test	556	none	none	O Nasdaq Composite Index &lt;.IXIC&gt;, associado à tecnologia, acrescentou 8,27 pontos, ou 0,51 por cento, a 1.633,53.	O índice Standard &amp; Poor&#39;s 500 Index .SPX mais amplo subiu 4,3 pontos, ou 0,44%, para 980,52.	1.2
2817	main-news	MSRpar	2012test	558	none	none	Não foram relatados americanos entre as vítimas, de acordo com o capitão Michael Calvert, porta-voz do regimento.	Nenhuma das vítimas era americana, disse o capitão Michael Calvert, porta-voz do regimento.	5.0
2818	main-news	MSRpar	2012test	559	none	none	Achamos que eles têm o direito de escolher.	&quot;Acreditamos que os clientes da PeopleSoft merecem o direito de escolher&quot;, disse Ellison.	3.0
2819	main-news	MSRpar	2012test	560	none	none	&quot;Encontramos a arma de fumar&quot;, disse Scott Hubbard, membro do conselho de investigação.	&quot;Encontramos a arma de fumar&quot;, disse Hubbard, diretor do Centro de Pesquisa Ames da NASA, na Califórnia.	3.6
2820	main-news	MSRpar	2012test	563	none	none	&quot;Esta criança foi literalmente negligenciada até a morte&quot;, disse Scott Andreassi, procurador do distrito de Armstrong.	O procurador do distrito de Armstrong, Scott Andreassi, disse que as muitas fotos de família em casa não incluem Kristen.	1.8
2821	main-news	MSRpar	2012test	564	none	none	A Microsoft informou na sexta-feira que está interrompendo o desenvolvimento de futuras versões para Macintosh do seu navegador Internet Explorer, citando a concorrência do navegador Safari da Apple Computer.	A Microsoft deixará de desenvolver versões do seu navegador Internet Explorer para computadores Macintosh, dizendo que o Safari da Apple agora é tudo o que a Apple precisa.	4.0
2822	main-news	MSRpar	2012test	565	none	none	Chapman não foi preso imediatamente e deve comparecer em 3 de julho.	Chapman, que não foi preso, deve comparecer na próxima quinta-feira, disseram os promotores.	3.8
2823	main-news	MSRpar	2012test	566	none	none	O presidente Bush levantou US $ 49,5 milhões para sua campanha de reeleição nos últimos três meses, com contribuições de 262.000 americanos, disse terça-feira o presidente da campanha do presidente.	O presidente Bush levantou US $ 83,9 milhões desde o início de sua campanha de reeleição em maio, e ainda restam US $ 70 milhões para gastar, disse sua campanha na terça-feira.	2.4
2824	main-news	MSRpar	2012test	567	none	none	As autoridades de Ohio, Indiana e Michigan pesquisaram os corpos.	Até agora, as autoridades também pesquisaram áreas na Pensilvânia, Ohio, Indiana e Michigan.	2.8
2825	main-news	MSRpar	2012test	568	none	none	Ele disse que os governos europeus &quot;bloquearam todas as novas culturas biológicas por causa de medos infundados e não científicos.	&quot;Eles bloquearam todas as novas culturas biológicas por causa de medos infundados e não científicos&quot;, disse Bush.	3.2
2826	main-news	MSRpar	2012test	569	none	none	Uma pergunta era se a França, que enfureceu Washington ao liderar a acusação contra a autorização da ONU para a guerra, votaria &quot;sim&quot; ou se absteria.	A França, que enfureceu Washington ao liderar a acusação contra a aprovação da ONU pela guerra, também buscou mudanças.	3.0
2827	main-news	MSRpar	2012test	570	none	none	O advogado do distrito de Luzerne, David Lupas, disse em uma entrevista coletiva na segunda-feira que as autoridades `` continuaram a fazer progressos significativos &#39;&#39; no caso.	Nenhuma acusação foi registrada nessas mortes, mas o promotor David Lupas disse que as autoridades &quot;continuam fazendo progressos significativos&quot; no caso.	3.4
2828	main-news	MSRpar	2012test	571	none	none	O Conselho da Conferência dos EUA disse que sua última medida de confiança nos negócios atingiu 60, depois de cair para 53 em sua pesquisa do primeiro trimestre.	O Conference Board disse que sua medida de confiança nos negócios, que havia caído para 53 no primeiro trimestre de 2003, melhorou para 60 no segundo trimestre mais recente.	3.8
2829	main-news	MSRpar	2012test	573	none	none	Seus representantes legais começaram a se reunir com os advogados dos autores na semana passada para discutir um acordo.	Advogados da arquidiocese e dos autores começaram a se reunir na semana passada para chegar a um acordo extrajudicial.	3.25
2830	main-news	MSRpar	2012test	574	none	none	Os idosos teriam que pagar 50% de seus custos com medicamentos até US $ 3.450.	Acima disso, o Medicare pagaria 90% de todos os custos com medicamentos.	1.5
2831	main-news	MSRpar	2012test	576	none	none	O empresário extravagante sinalizou o plano após uma reunião em Londres com o ministro do Turismo da Austrália, Joe Hockey.	Sir Richard estava falando após uma reunião em Londres com o ministro do Turismo da Austrália, Joe Hockey.	2.8
2832	main-news	MSRpar	2012test	577	none	none	Os títulos do governo venderam bastante depois que Greenspan disse ao Congresso na terça-feira que a economia americana &quot;poderia muito bem estar embarcando em um período de crescimento prolongado&quot;.	Greenspan disse ao Congresso na terça-feira que a economia americana &quot;pode muito bem estar embarcando em um período de crescimento sustentado&quot;.	3.2
2833	main-news	MSRpar	2012test	579	none	none	Para Kathy Nicolo (Jennifer Connelly), a casa significa estabilidade e família.	Kathy Nicolo (Jennifer Connelly) está desesperada por sua família não descobrir que sua vida está desmoronando.	2.0
2834	main-news	MSRpar	2012test	581	none	none	O índice de atividades não-manufatureiras do Institute for Supply Management subiu inesperadamente em abril, disseram relatórios.	O Institute for Supply Management disse que seu índice de atividade não manufatureira subiu para 50,7, ante 47,9 em março.	3.4
2835	main-news	MSRpar	2012test	583	none	none	A porta-voz da OMS Maria Cheng concordou, dizendo: &quot;Parece muito com um evento isolado&quot;.	&quot;Parece um evento isolado&quot;, disse a porta-voz da Organização Mundial da Saúde Maria Cheng.	4.6
2836	main-news	MSRpar	2012test	584	none	none	A polícia disse que seus dois filhos pequenos ficaram sozinhos no apartamento por até dois dias.	A polícia disse que seus dois filhos pequenos ficaram sozinhos por até dois dias enquanto ela estava morta.	3.25
2837	main-news	MSRpar	2012test	585	none	none	O padre, o Rev. John F. Johnston, 64, da 35th Avenue, em Jackson Heights, foi acusado de assédio agravado e posse criminosa de uma arma.	O reverendo John Johnston, 64 anos, foi acusado de assédio agravado no caso de ligação telefônica e por posse criminosa de uma arma, segundo um comunicado da polícia.	3.75
2838	main-news	MSRpar	2012test	587	none	none	O acordo inclui US $ 4,1 milhões em honorários e despesas com advogados.	Os advogados dos demandantes receberiam US $ 4,1 milhões do acordo.	4.5
2839	main-news	MSRpar	2012test	588	none	none	Três votos não o matariam por enquanto.	Seriam necessários três votos para matar a expansão do ACC.	3.667
2840	main-news	MSRpar	2012test	589	none	none	Cerca de 660 prisioneiros de 42 países, incluindo o Canadá, estão presos, muitos capturados durante a guerra contra a rede da Al Qaeda no Afeganistão.	Cerca de 660 prisioneiros de 42 países estão detidos na base naval da Baía de Guantánamo, muitos capturados durante a guerra contra a Al Qaeda no Afeganistão.	3.333
2841	main-news	MSRpar	2012test	590	none	none	Para entrar em contato com John A. Dvorak, que cobre o Kansas, ligue para (816) 234-7743 ou envie um e-mail para jdvorak@kctar.com.	Para entrar em contato com Brad Cooper, repórter municipal do condado de Johnson, ligue para (816) 234-7724 ou envie um e-mail para bcooper@kcstar.com.	1.0
2842	main-news	MSRpar	2012test	591	none	none	O promotor Jim Hardin considerou a decisão uma vitória para a família de Kathleen Peterson.	Os membros da família de Kathleen Peterson não estavam presentes.	1.0
2843	main-news	MSRpar	2012test	593	none	none	E agora é tudo o que ele quer dizer &quot;, disse Alesha Badgley, diretora social do Centro de Enfermagem e Reabilitação do Condado de Stone, nesta semana.	E agora é tudo o que ele quer dizer &quot;, confirmou a diretora social do Centro de Enfermagem e Reabilitação do Condado de Stone, Alesha Badgley.	5.0
2844	main-news	MSRpar	2012test	594	none	none	A denominação nacional da Igreja Episcopal, com 2,3 milhões de membros, é o ramo americano da Comunhão Anglicana de 77 milhões de membros.	A Igreja Episcopal, com 2,3 milhões de membros, é o ramo americano da Comunhão Anglicana em todo o mundo, que tem 77 milhões de adeptos.	5.0
2845	main-news	MSRpar	2012test	595	none	none	&quot;Sinto-me confiante ao dizer que a HP não é mais uma história de integração&quot;, disse Fiorina.	&quot;Ainda temos muito o que fazer, mas sinto-me confiante de que a HP não é mais uma história de integração&quot;.	3.4
2846	main-news	MSRpar	2012test	596	none	none	A polícia britânica prendeu 21 pessoas na terça-feira por suspeita de assassinato ritual de um garoto africano cujo tronco foi encontrado no rio Tamisa.	A polícia prendeu 21 pessoas em conexão com o assassinato de uma criança nigeriana cujo torso sem cabeça e sem membros foi encontrado flutuando no rio Tamisa.	3.5
2847	main-news	MSRpar	2012test	598	none	none	No final da tarde, a média industrial do Dow Jones subiu 12,81, ou 0,1 por cento, para 9.331,77, tendo ganho 201 pontos na segunda-feira ao seu nível mais alto desde julho de 2002.	No pregão da manhã, a média industrial do Dow Jones caiu 8,76, ou 0,1%, para 9.310,20, tendo ganho 201 pontos na segunda-feira.	1.25
